station_id,station_name,coord1_name,coord2_name,latitude_1,longitude_1,latitude_2,longitude_2,distance_meters,distance_km
CAA070,國三N046K,,,24.952607,121.387582,24.95083,121.3958,851.7455527157673,0.8517455527157674
CAA990,國一N039K,,,25.066207,121.373771,25.064433,121.381972,849.2575693373154,0.8492575693373154
CAC760,國一高架N063K,,,24.952048,121.188097,24.950281,121.196314,851.3938135044023,0.8513938135044022
CAD710,國三N077K,,,24.799064,121.181827,24.797294,121.190033,851.3889767069487,0.8513889767069487
CAC770,國三N072K,,,24.838161,121.191163,24.836391,121.199371,851.3310661806611,0.8513310661806611
CAAD60,國五S005K,,,24.998202,121.643708,24.996414,121.651931,852.2216049946176,0.8522216049946175
CAAD70,國五S006K,,,24.991753,121.64875,24.989964,121.656972,852.1918393423219,0.8521918393423219
CAAD80,國五N008K,,,24.985201,121.659868,24.982411,121.668089,884.7686001587379,0.8847686001587378
CAAD90,國五N013K,,,24.949395,121.697289,24.947603,121.705508,852.2531164767607,0.8522531164767607
CAUB30,國五S031K,,,24.820942,121.774168,24.819144,121.782378,852.3645023150594,0.8523645023150594
CAUB40,國五S041K,,,24.736563,121.773719,24.734764,121.781922,852.2511084926861,0.852251108492686
CAUB50,國五S047K,,,24.677257,121.786384,24.675456,121.794583,852.2940587578007,0.8522940587578007
CAA080,國三S054K,,,24.940943,121.315683,24.93917,121.3239,851.6207074530915,0.8516207074530915
CAC030,國三N063K,,,24.891285,121.255387,24.889514,121.2636,851.5012781523278,0.8515012781523278
CAD080,國三N085K,,,24.785096,121.112895,24.78333,121.1211,851.2787833957225,0.8512787833957225
CAD090,國三S103K,,,24.76037,120.952631,24.75861,120.9608,847.748401534035,0.847748401534035
CAB010,國一S001K,,,25.11762,121.720369,25.11583,121.7286,852.271897538207,0.852271897538207
CAB020,國一S006K,,,25.088729,121.678671,25.08694,121.6869,852.2404659674028,0.8522404659674028
CAA010,國一N013K,,,25.068524,121.619925,25.066739,121.628153,852.1717964978736,0.8521717964978737
CAA020,國一S026K,,,25.078169,121.488172,25.07639,121.4964,851.9531486679225,0.8519531486679225
CAC010,國一S072K,,,24.897595,121.125987,24.89583,121.1342,851.3060146597647,0.8513060146597647
CAD020,國一N077K,,,24.886763,121.080688,24.885,121.0889,851.2273230375461,0.851227323037546
CAD030,國一S082K,,,24.878431,121.038489,24.87667,121.0467,851.1323283692649,0.8511323283692649
CAD040,國一S088K,,,24.8462,121.013191,24.84444,121.0214,851.120498874426,0.851120498874426
CAD050,國一N094K,,,24.799541,121.000695,24.79778,121.0089,851.0568264326112,0.8510568264326112
CAD060,國一S098K,,,24.762369,120.982894,24.76056,120.9911,852.6400543678358,0.8526400543678357
CAL020,國一S262K,,,23.51409,120.394928,23.512333,120.403038,849.6794052929195,0.8496794052929194
CAL030,國一N268K,,,23.46259,120.367726,23.460833,120.375833,849.6959937624347,0.8496959937624347
CAL040,國一N273K,,,23.418417,120.346896,23.416666,120.355,849.5139585048194,0.8495139585048194
CAN010,國一N288K,,,23.307846,120.281937,23.30609,120.290033,849.5176051826824,0.8495176051826824
CAN020,國一S306K,,,23.154587,120.222474,23.152831,120.230558,849.2479519136787,0.8492479519136786
CAN040,國一N323K,,,23.01355,120.241377,23.011789,120.249453,849.4234134486751,0.8494234134486751
CAP010,國一S342K,,,22.847321,120.286935,22.845555,120.295,849.4426576952362,0.8494426576952362
CAP020,國一S346K,,,22.81399,120.306103,22.812222,120.314166,849.4915930046413,0.8494915930046414
CAP030,國一N351K,,,22.767602,120.320828,22.765833,120.328888,849.4916314037271,0.8494916314037271
CAP040,國一N361K,,,22.682326,120.320557,22.680555,120.328611,849.4455978523524,0.8494455978523524
CAL050,國三N279K,,,23.597872,120.515216,23.596111,120.523333,849.9630870453577,0.8499630870453577
CAL070,國三N295K,,,23.470361,120.491261,23.468598,120.499369,849.9015345118648,0.8499015345118648
CAM900,國三S290K,,,23.505867,120.482631,23.504106,120.490742,849.9312596934318,0.8499312596934318
CAV270,國一S336K,,,22.89593,120.263097,22.894167,120.271178,850.6726448841795,0.8506726448841795
CAN150,國一N315K,,,23.08526,120.24383,23.0835,120.251897,848.0737977086941,0.8480737977086941
CAV280,國三S378K,,,22.82773,120.407455,22.825958,120.415519,849.6132268582344,0.8496132268582344
CAL080,國三N303K,,,23.413742,120.444389,23.411969,120.452447,845.5412932679234,0.8455412932679234
CAN060,國三S311K,,,23.34815,120.430789,23.346388,120.438888,849.7252348234903,0.8497252348234903
CAN070,國三S329K,,,23.214538,120.347743,23.212777,120.355833,849.6123058075339,0.8496123058075339
CAN080,國三N336K,,,23.156484,120.336914,23.154722,120.345,849.5891874354231,0.8495891874354231
CAN090,國三S342K,,,23.108456,120.319446,23.106694,120.327528,849.4792204109524,0.8494792204109524
CAN100,國三S366K,,,22.909476,120.343284,22.9077,120.3513,844.4521364612774,0.8444521364612774
CAP060,國三S385K,,,22.769552,120.436379,22.767777,120.444444,850.1335364590258,0.8501335364590258
CAQ020,國三S415K,,,22.569782,120.519952,22.568,120.528,849.7890104367125,0.8497890104367125
CAQ010,國三N425K,,,22.482061,120.523624,22.480277,120.531666,849.7518313339209,0.849751831333921
CAJ040,西濱S241K,,,23.625171,120.164529,23.623426,120.172646,849.3872448364027,0.8493872448364027
CAL100,西濱S267K,,,23.417568,120.15477,23.41613,120.162872,842.0226499055433,0.8420226499055433
CAC050,西濱S023K,,,25.118258,121.26728,25.11649,121.27551,851.6016718793505,0.8516016718793505
CAC060,西濱S032K,,,25.09373,121.184277,25.091966,121.192505,851.464853857864,0.851464853857864
CAD100,西濱N066K,,,24.897357,120.956688,24.8956,120.9649,851.0047371552093,0.8510047371552093
CAD110,西濱S082K,,,24.753481,120.896827,24.751724,120.905028,850.8606112047653,0.8508606112047653
CAE100,西濱N107K,,,24.597551,120.731211,24.5958,120.7394,850.5351366013441,0.850535136601344
CAE110,西濱S129K,,,24.44895,120.634622,24.4472,120.6428,850.3799462775214,0.8503799462775214
CAF100,西濱N151K,,,24.277713,120.539516,24.275964,120.547681,850.1630988221627,0.8501630988221628
CAG070,西濱S173K,,,24.109847,120.426423,24.1081,120.434576,849.987778796955,0.849987778796955
CAG080,西濱S189K,,,23.989603,120.361463,23.987857,120.369607,849.8270611277144,0.8498270611277143
CAG090,西濱N210K,,,23.845282,120.285103,23.843536,120.293236,849.6381881247023,0.8496381881247023
CAJ030,西濱N222K,,,23.73948,120.248007,23.737734,120.256132,849.5012932340089,0.8495012932340089
CAL090,西濱S257K,,,23.504025,120.163753,23.502278,120.171861,849.2873694528595,0.8492873694528594
CAN110,西濱S280K,,,23.30695,120.140816,23.3052,120.14891,849.1711005033925,0.8491711005033925
CAN120,西濱N304K,,,23.10519,120.078614,23.103439,120.086694,849.0183785087866,0.8490183785087866
